ID_Joueur;Poste;Period Name;Date;Jour;Unnamed: 5;TAGS;Semaine;Nombre de sance;Period Number;TDJ;MinutesJoues;Duration;Dure;Dist;Distance - Z1;Distance - Z1-2;Distance - Z1-3;Distance - Z1-3/min;Distance - Z2;Distance - Z2-4;Distance - Z2-6;Distance - Z3;Distance - Z3-6;Distance - Z4;HID 16;Distance - Z4-6/min;Distance - Z5;HID 21;Distance - Z5-6/min;Sup 24;% Marche;Running (Z3-4);Jogging & Walking (Z1-2);High Speed Running (Z5-6);High Speed Running (Z4-6);Speed - Avg;Speed - Avg (m/min);Speed - Avg (yard/min);%Vmax;Vmax;Speed Exertion;Speed Exertion /min;Accel Load;Accel Load - Density;Accel Load.1;Accel - Z1;Accel - Z1-3;Accel - Z1-3/min;Accel - Z2;Accel - Z2-3;Accel - % Z2-3;Accel - Z2-3/min;Accel - Z3;Accel - % Z3;Decel - Z1;Decel - Z1-3;Decel - Z1-3/min;Decel - Z2;Decel - Z2-3;Decel Z2-3/min;Decel - Z3;HR Exertion;HML Dist;% HMLD;Met. Load - Distance;Collisions;Running Imbalance
4288;M;ENT;20/11/2020;vendredi;5- Vendredi;E/ J-1;Sem 47 2020;6.0;2;0,048;68,83;01:12:31;73;4990,4;2137,12;3527,07;4394,57;63,84;1389,95;2792,88;2852,54;867,5;1462,59;535,43;595,09;8,65;57,65;59,66;0,87;2,01;42,82;1402,93;3527,07;59,66;595,09;4,35;72,5;79,29;300,29;24,19;42,18;0,61;1979,14;0,48;3,97;43;45;0,65;2;2;4,44;0,03;0;0;38;49;0,71;10;11;0,16;1;4129,98;1283,78;25,73;4990,36;3;-2,24
4289;LAT;ENT;20/11/2020;vendredi;5- Vendredi;E/ J-1;Sem 47 2020;6.0;2;0,048;68,83;01:12:31;73;5063,61;2037,97;3238,6;4181,47;60,75;1200,63;2838,95;3025,54;942,87;1824,91;695,45;882,04;12,81;151,16;186,59;2,71;35,43;40,25;1638,32;3238,6;186,59;882,04;4,41;73,56;80,45;339,67;26,42;38,6;0,56;2026,16;0,49;4;52;54;0,78;2;2;3,7;0,03;0;0;46;62;0,9;15;16;0,23;1;4129,98;1594,75;31,49;5063,52;1;-0,16
4290;DC;ENT;20/11/2020;vendredi;5- Vendredi;E/ J-1;Sem 47 2020;5.0;2;0,048;68,83;01:12:31;73;4939,96;2233,91;3703,33;4578,82;66,52;1469,42;2677,65;2704,97;875,49;1235,55;332,74;360,06;5,23;27,32;27,32;0,4;0;45,22;1208,23;3703,33;27,32;360,06;4,31;71,77;78,49;293,69;22,03;31,51;0,46;2109,21;0,51;4,27;37;39;0,57;2;2;5,13;0,03;0;0;54;65;0,94;9;11;0,16;2;4129,97;1189,94;24,09;4939,93;4;1,06
4291;ATT;ENT;20/11/2020;vendredi;5- Vendredi;E/ J-1;Sem 47 2020;4.0;2;0,048;68,83;01:12:31;73;4968,84;2440,39;3747,46;4528,21;65,79;1307,07;2490,1;2528,42;780,75;1221,35;402,28;440,6;6,4;38,32;38,32;0,56;0;49,11;1183,03;3747,46;38,32;440,6;4,33;72,19;78,94;338,26;22,93;32,12;0,47;1984,37;0,48;3,99;30;30;0,44;0;0;0;0;0;0;38;44;0,64;5;6;0,09;1;4130,08;1124,88;22,64;4968,8;1;-0,95
4292;M;ENT;20/11/2020;vendredi;5- Vendredi;E/ J-1;Sem 47 2020;5.0;3;0,048;68,83;01:12:31;73;4462,38;2192,4;3379,02;4140,25;60,15;1186,62;2253,91;2269,94;761,23;1083,32;306,06;322,09;4,68;16,03;16,03;0,23;0;49,13;1067,29;3379,02;16,03;322,09;3,89;64,83;70,9;269,65;22,25;30,06;0,44;1812,01;0,44;4,06;30;31;0,45;1;1;3,23;0,01;0;0;24;29;0,42;5;5;0,07;0;4087,07;939,7;21,06;4462,35;1;-2,94
4293;M;ENT;20/11/2020;vendredi;5- Vendredi;E/ J-1;Sem 47 2020;1.0;3;0,048;68,83;01:12:31;73;4388,43;2207,11;3343,35;4058,68;58,96;1136,24;2136,07;2181,28;715,33;1045,04;284,5;329,71;4,79;43,19;45,21;0,66;2,02;50,29;999,83;3343,35;45,21;329,71;3,83;63,75;69,72;325,23;24,3;25,88;0,38;1826,23;0,44;4,16;38;43;0,62;5;5;11,63;0,07;0;0;38;44;0,64;6;6;0,09;0;4129,99;966,86;22,03;4388,39;3;-0,82
4294;DC;ENT;20/11/2020;vendredi;5- Vendredi;E/ J-1;Sem 47 2020;6.0;3;0,048;68,83;01:12:31;73;3871,75;2306,9;3101,62;3636,24;52,83;794,72;1544,52;1564,73;534,62;770,01;215,18;235,39;3,42;20,21;20,21;0,29;0;59,58;749,8;3101,62;20,21;235,39;3,37;56,25;61,51;258,09;22,22;20,84;0,3;1585,41;0,38;4,09;21;21;0,31;0;0;0;0;0;0;30;35;0,51;4;5;0,07;1;4129,99;711,64;18,38;3871,65;0;-12,15
4295;ATT;ENT;20/11/2020;vendredi;5- Vendredi;E/ J-1;Sem 47 2020;6.0;3;0,048;68,83;01:12:31;73;4792,99;2167,85;3507,47;4261,29;61,91;1339,62;2534,53;2625,12;753,82;1285,5;441,09;531,68;7,72;67,4;90,59;1,32;23,19;45,23;1194,91;3507,47;90,59;531,68;4,18;69,63;76,15;316,02;26,6;32,76;0,48;1978,5;0,48;4,13;41;45;0,65;4;4;8,89;0,06;0;0;29;38;0,55;7;9;0,13;2;4130,08;1210,9;25,26;4792,97;3;-0,76
4296;DC;ENT;20/11/2020;vendredi;5- Vendredi;E/ J-1;Sem 47 2020;6.0;3;0,048;68,83;01:12:31;73;4026,91;2404,05;3272,31;3733,77;54,24;868,26;1595,69;1622,57;461,46;754,31;265,97;292,85;4,25;26,88;26,88;0,39;0;59,7;727,43;3272,31;26,88;292,85;3,51;58,5;63,98;267,7;22,38;23,82;0,35;1641,55;0,4;4,08;25;29;0,42;4;4;13,79;0,06;0;0;20;24;0,35;4;4;0,06;0;4129,98;715,2;17,76;4026,88;1;2,8
4297;;ECH;;;;;;;1;0,009;12,68;00:12:41;;851,85;527,13;775,88;842,93;66,46;248,75;324,72;324,72;67,05;75,97;8,92;8,92;0,7;0;0;0;0;61,88;75,97;775,88;0;8,92;4,03;67,16;73,45;199,05;16,26;4,49;0,35;348,22;0,46;4,09;3;3;0,24;0;0;0;0;0;0;5;7;0,55;2;2;0,16;0;761;97,61;11,46;851,85;0;0
4298;;ECH;;;;;;;1;0,009;12,68;00:12:41;;1063,6;682,84;938,35;1050,16;82,8;255,51;380,84;380,84;111,81;125,33;13,52;13,52;1,07;0;0;0;0;64,2;125,33;938,35;0;13,52;5,03;83,86;91,71;250,53;17,75;7,27;0,57;456,8;0,6;4,29;6;6;0,47;0;0;0;0;0;0;15;15;1,18;0;0;0;0;761,1;164,57;15,47;1063,67;1;4,4
4299;;ECH;;;;;;;1;0,009;12,68;00:12:41;;1228,89;668,58;1023,24;1184,97;93,43;354,66;560,36;560,36;161,73;205,7;43,97;43,97;3,47;0;0;0;0;54,41;205,7;1023,24;0;43,97;5,81;96,89;105,96;256,18;20,64;9,82;0,77;463,47;0,61;3,77;4;4;0,32;0;0;0;0;0;0;10;12;0,95;2;2;0,16;0;761,09;235,66;19,18;1228,94;0;-18,16
4300;;ECH;;;;;;;1;0,009;12,68;00:12:41;;898,1;551,84;766,66;870,71;68,65;214,82;344,9;346,08;104,05;131,26;26,03;27,21;2,15;1,18;1,18;0,09;0;61,45;130,08;766,66;1,18;27,21;4,25;70,81;77,44;254,56;21,21;4,9;0,39;348,83;0,46;3,88;7;7;0,55;0;0;0;0;0;0;7;9;0,71;2;2;0,16;0;760,99;145,6;16,21;898,1;0;0
4301;;ECH;;;;;;;1;0,009;12,68;00:12:41;;1002,66;646,09;876,11;981,52;77,39;230,02;356,57;356,57;105,41;126,55;21,14;21,14;1,67;0;0;0;0;64,44;126,55;876,11;0;21,14;4,74;79,05;86,45;237,27;17,66;6,59;0,52;414,87;0,55;4,14;4;4;0,32;0;0;0;0;0;0;10;14;1,1;4;4;0,32;0;761;159,17;15,87;1002,67;0;0
4302;;ECH;;;;;;;1;0,009;12,68;00:12:41;;1030,96;656,43;934,32;1014,08;79,95;277,89;374,31;374,31;79,76;96,42;16,66;16,66;1,31;0;0;0;0;63,67;96,42;934,32;0;16,66;4,88;81,28;88,89;260,08;17,63;7,12;0,56;438,05;0,58;4,25;8;8;0,63;0;0;0;0;0;0;12;15;1,18;2;3;0,24;1;760,99;149,69;14,52;1030,96;0;0
4303;;ECH;;;;;;;1;0,009;12,68;00:12:41;;1106,85;782,1;1018,77;1089,52;85,9;236,67;324,77;324,77;70,75;88,1;17,35;17,35;1,37;0;0;0;0;70,66;88,1;1018,77;0;17,35;5,24;87,27;95,44;231,04;17,26;6,74;0,53;438,29;0,58;3,96;3;3;0,24;0;0;0;0;0;0;8;9;0,71;1;1;0,08;0;761;135,16;12,21;1106,87;0;0
4304;;ECH;;;;;;;1;0,009;12,68;00:12:41;;895,93;710,83;845,79;895,94;70,64;134,96;185,11;185,11;50,15;50,15;0;0;0;0;0;0;0;79,34;50,15;845,79;0;0;4,24;70,64;77,25;181,5;15,63;4,27;0,34;393,69;0,52;4,39;4;4;0,32;0;0;0;0;0;0;8;8;0,63;0;0;0;0;760,99;97,68;10,9;895,95;0;0
4305;;ECH;;;;;;;1;0,009;12,68;00:12:41;;891,85;694,75;851,06;891,93;70,32;156,31;197,18;197,18;40,87;40,87;0;0;0;0;0;0;0;77,9;40,87;851,06;0;0;4,22;70,32;76,9;181,46;14,67;4,67;0,37;350,78;0,46;3,93;5;5;0,39;0;0;0;0;0;0;6;7;0,55;1;1;0,08;0;761,1;84,04;9,42;891,92;0;0
4306;;ECH;;;;;;;1;0,009;12,68;00:12:41;;961,25;654,54;884,48;960,18;75,7;229,94;305,64;305,64;75,7;75,7;0;0;0;0;0;0;0;68,09;75,7;884,48;0;0;4,55;75,79;82,88;179,61;15,02;5,6;0,44;394,23;0,52;4,1;7;7;0,55;0;0;0;0;0;0;10;10;0,79;0;0;0;0;761;114,34;11,9;961,27;0;0
4307;;JEU;;;;;;;2;0,004;6,47;00:06:28;;603,92;304,1;454,62;550,24;85,09;150,52;292,53;299,71;95,62;149,19;46,39;53,57;8,28;7,18;7,18;1,11;0;50,35;142,01;454,62;7,18;53,57;5,6;93,39;102,13;269,45;22,01;5,56;0,86;264,96;0,68;4,39;3;3;0,46;0;0;0;0;0;0;9;10;1,55;1;1;0,15;0;388;151,76;25,13;603,8;0;-0,55
4308;;JEU;;;;;;;2;0,004;6,47;00:06:28;;722,59;321,06;535,43;647,68;100,16;214,37;393,59;401,51;112,25;187,14;66,97;74,89;11,58;7,92;7,92;1,22;0;44,43;179,22;535,43;7,92;74,89;6,7;111,74;122,2;318,64;22,57;6,02;0,93;324,79;0,84;4,49;8;10;1,55;2;2;20;0,31;0;0;9;12;1,86;3;3;0,46;0;388;192,12;26,59;722,58;0;-0,14
4309;;JEU;;;;;;;2;0,004;6,47;00:06:28;;569,89;334,9;499,16;551,86;85,34;164,26;234,49;234,49;52,7;70,23;17,53;17,53;2,71;0;0;0;0;58,77;70,23;499,16;0;17,53;5,29;88,13;96,38;231,23;19,27;4,16;0,64;252,11;0,65;4,42;4;4;0,62;0;0;0;0;0;0;3;4;0,62;1;1;0,15;0;387,99;101,73;17,85;569,88;0;0
4310;;JEU;;;;;;;2;0,004;6,47;00:06:28;;621,7;381,26;524,18;578,29;89,43;142,92;238,64;240,42;54,11;97,5;41,61;43,39;6,71;1,78;1,78;0,28;0;61,33;95,72;524,18;1,78;43,39;5,77;96,14;105,14;281,08;20,93;4,39;0,68;300,83;0,78;4,84;6;6;0,93;0;0;0;0;0;0;8;9;1,39;1;1;0,15;0;388;123,1;19,8;621,69;0;0
4311;;JEU;;;;;;;2;0,004;6,47;00:06:28;;622,97;351,44;519,25;603,51;93,33;167,81;270,77;270,77;84,26;102,96;18,7;18,7;2,89;0;0;0;0;56,41;102,96;519,25;0;18,7;5,78;96,34;105,35;271,28;18,39;5,03;0,78;276,05;0,71;4,43;7;7;1,08;0;0;0;0;0;0;5;7;1,08;2;2;0,31;0;388;118,47;19,02;622,99;0;0
4312;;JEU;;;;;;;2;0,004;6,47;00:06:28;;650,96;351,79;541,19;599,67;92,73;189,4;289;299,17;58,48;109,77;41,12;51,29;7,93;10,17;10,17;1,57;0;54,04;99,6;541,19;10,17;51,29;6,04;100,66;110,09;297,77;22,25;5,92;0,92;287,8;0,74;4,42;4;5;0,77;1;1;20;0,15;0;0;4;7;1,08;3;3;0,46;0;387,99;121,73;18,7;650,97;0;0
4313;;JEU;;;;;;;2;0,004;6,47;00:06:28;;533,88;377,72;500,04;518,15;80,13;122,32;156,07;156,07;18,11;33,75;15,64;15,64;2,42;0;0;0;0;70,75;33,75;500,04;0;15,64;4,95;82,56;90,29;240,12;20,68;3,7;0,57;278,6;0,72;5,22;2;2;0,31;0;0;0;0;0;0;1;3;0,46;2;2;0,31;0;388;65,53;12,27;533,78;0;0
4314;;JEU;;;;;;;2;0,004;6,47;00:06:28;;556,38;389,41;518,33;550,56;85,14;128,92;166,96;166,96;32,23;38,04;5,81;5,81;0,9;0;0;0;0;69,99;38,04;518,33;0;5,81;5,16;86,04;94,09;204;16,49;3,62;0,56;238,8;0,62;4,29;4;4;0,62;0;0;0;0;0;0;8;8;1,24;0;0;0;0;387,99;68,86;12,38;556,37;0;0
4315;;VITESSE;;;;;;;3;0,004;6,38;00:06:23;;653,35;255,83;428,22;503,79;78,92;172,39;336,69;397,16;75,57;224,77;88,73;149,2;23,37;51,7;60,47;9,47;8,77;39,16;164,3;428,22;60,47;149,2;6,14;102,35;111,93;304,22;24,51;6,6;1,03;212,09;0,55;3,25;5;5;0,78;0;0;0;0;0;0;10;11;1,72;1;1;0,16;0;383;207,91;31,82;653,35;1;-8,3
4316;;VITESSE;;;;;;;3;0,004;6,38;00:06:23;;570,31;209,97;331,35;444,54;69,64;121,38;321,76;360,32;113,19;238,94;87,19;125,75;19,7;23,83;38,56;6,04;14,73;36,82;200,38;331,35;38,56;125,75;5,36;89,34;97,71;314,16;26,27;5,17;0,81;208,52;0,54;3,66;5;6;0,94;1;1;16,67;0,16;0;0;7;8;1,25;1;1;0,16;0;383;195,56;34,29;570,3;0;-1,99
4317;;JEU;;;;;;;4;0,004;5,98;00:05:59;;607,87;290,85;468,4;558,84;93,4;177,55;304,81;315,65;90,44;138,1;36,82;47,66;7,97;9,5;10,84;1,81;1,34;47,85;127,26;468,4;10,84;47,66;6,1;101,59;111,1;297,31;24,28;6,29;1,05;265,54;0,74;4,37;6;7;1,17;1;1;14,29;0,17;0;0;5;10;1,67;4;5;0,84;1;359,09;150,16;24,7;608,09;0;0
4318;;JEU;;;;;;;4;0,004;5,98;00:05:59;;722,18;300,2;524,47;657,78;109,94;224,27;421,97;421,97;133,31;197,7;64,39;64,39;10,76;0;0;0;0;41,57;197,7;524,47;0;64,39;7,24;120,7;132;246,31;19,84;5,98;1;300,51;0,84;4,16;8;8;1,34;0;0;0;0;0;0;7;14;2,34;5;7;1,17;2;358,99;198,55;27,49;722,17;3;1,38
4319;;JEU;;;;;;;4;0,004;5,98;00:05:59;;601,25;286,44;420,76;520,23;86,95;134,32;291,07;314,11;99,47;179,79;57,28;80,32;13,42;23,04;23,04;3,85;0;47,64;156,75;420,76;23,04;80,32;6,03;100,49;109,89;276,33;23,03;4,19;0,7;244,89;0,68;4,07;11;11;1,84;0;0;0;0;0;0;3;6;1;3;3;0,5;0;359;157,2;26,14;601,23;0;4,43
4320;;JEU;;;;;;;4;0,004;5,98;00:05:59;;605,11;357,14;498,93;576;96,27;141,79;247;247;77,07;105,21;28,14;28,14;4,7;0;0;0;0;59,02;105,21;498,93;0;28,14;6,07;101,13;110,6;281,91;19,11;5,12;0,86;252,74;0,7;4,18;6;6;1;0;0;0;0;0;0;3;5;0,84;2;2;0,33;0;359;113,68;18,79;605,08;1;0
4321;;JEU;;;;;;;4;0,004;5,98;00:05:59;;653,73;335,42;552,08;621,05;103,8;216,66;317,1;318,28;68,97;101,62;31,47;32,65;5,46;1,18;1,18;0,2;0;51,31;100,44;552,08;1,18;32,65;6,56;109,26;119,49;289,05;21,6;4,7;0,79;258,88;0,72;3,96;6;6;1;0;0;0;0;0;0;3;5;0,84;2;2;0,33;0;359;127,92;19,57;653,69;1;0
4322;;JEU;;;;;;;4;0,004;5,98;00:05:59;;514,98;319,57;441,47;500,93;83,72;121,9;195,39;195,39;59,46;73,49;14,03;14,03;2,34;0;0;0;0;62,05;73,49;441,47;0;14,03;5,16;86,07;94,13;216,34;18,09;3,15;0,53;229,23;0,64;4,45;6;8;1,34;2;2;25;0,33;0;0;3;4;0,67;1;1;0,17;0;359;87;16,89;514,97;0;0
4323;;VITESSE;;;;;;;5;0,004;6,07;00:06:04;;534,51;210,07;355,62;422,92;69,71;145,55;296,6;324,42;67,3;178,87;83,75;111,57;18,39;27,82;27,82;4,59;0;39,3;151,05;355,62;27,82;111,57;5,29;88,11;96,35;308,73;21,87;2,57;0,42;189,27;0,52;3,54;8;8;1,32;0;0;0;0;0;0;5;7;1,15;2;2;0,33;0;364;164,35;30,75;534,49;0;6,38
4324;;VITESSE;;;;;;;5;0,004;6,07;00:06:04;;597,44;206,19;338,72;404,77;66,72;132,53;289,11;391,23;66,05;258,7;90,53;192,65;31,76;61,93;102,12;16,83;40,19;34,51;156,58;338,72;102,12;192,65;5,91;98,48;107,7;355,17;26,44;2,59;0,43;201,88;0,55;3,38;9;10;1,65;1;1;10;0,16;0;0;7;9;1,48;2;2;0,33;0;363,99;211,05;35,33;597,42;0;0,48
4325;;VITESSE;;;;;;;5;0,004;6,07;00:06:04;;615,96;217,05;321,22;390,05;64,29;104,17;292,04;398,88;68,83;294,71;119,04;225,88;37,23;70,86;106,84;17,61;35,98;35,24;187,87;321,22;106,84;225,88;6,09;101,53;111,04;299,77;25,81;3,18;0,52;210,68;0,58;3,42;8;10;1,65;2;2;20;0,33;0;0;9;14;2,31;4;5;0,82;1;364;269,04;43,68;615,93;0;1,95
4326;;VITESSE;;;;;;;5;0,004;6,07;00:06:04;;631,76;289,66;411,62;485,95;80,1;121,96;266,39;342,1;74,33;220,14;70,1;145,81;24,03;44,8;75,71;12,48;30,91;45,85;144,43;411,62;75,71;145,81;6,25;104,14;113,89;319,35;25,81;4,65;0,77;202,47;0,56;3,2;8;8;1,32;0;0;0;0;0;0;7;9;1,48;2;2;0,33;0;364;197,96;31,33;631,75;0;1,91
4327;;VITESSE;;;;;;;6;0,004;6,38;00:06:23;;481,11;227,68;345,24;372,74;58,39;117,56;195,36;253,43;27,5;135,87;50,3;108,37;16,98;37,14;58,07;9,1;20,93;47,32;77,8;345,24;58,07;108,37;4,52;75,37;82,42;321,02;26,22;2,73;0,43;188,77;0,49;3,92;5;7;1,1;2;2;28,57;0,31;0;0;5;6;0,94;1;1;0,16;0;383;128,43;26,69;481,11;0;4,11
4328;;VITESSE;;;;;;;6;0,004;6,38;00:06:23;;590,78;206,5;315,79;411,61;64,48;109,29;339,89;384,29;95,82;275;134,78;179,18;28,07;21,03;44,4;6,96;23,37;34,95;230,6;315,79;44,4;179,18;5,55;92,55;101,21;329,42;27,45;5,9;0,92;166,01;0,43;2,81;7;7;1,1;0;0;0;0;0;0;1;3;0,47;2;2;0,31;0;383;208,12;35,23;590,79;0;4,07
4329;;VITESSE;;;;;;;6;0,004;6,38;00:06:23;;496,98;245,32;371,85;408,14;63,94;126,53;194,14;251,66;36,29;125,13;31,32;88,84;13,92;27,18;57,52;9,01;30,34;49,36;67,61;371,85;57,52;88,84;4,67;77,86;85,14;379,21;25,7;3,53;0,55;185,45;0,48;3,73;5;5;0,78;0;0;0;0;0;0;3;3;0,47;0;0;0;0;382,99;122,79;24,71;496,98;0;-2,87
4330;;VITESSE;;;;;;;6;0,004;6,38;00:06:23;;531,25;246,57;379,07;446,25;69,91;132,5;252,44;284,72;67,18;152,22;52,76;85,04;13,32;26,86;32,28;5,06;5,42;46,41;119,94;379,07;32,28;85,04;4,99;83,22;91,02;331,06;24,74;4,51;0,71;192,82;0,5;3,63;3;4;0,63;1;1;25;0,16;0;0;6;6;0,94;0;0;0;0;383;134,53;25,32;531,29;0;21,16
4331;;JEU;;;;;;;7;0,004;6,23;00:06:14;;677,44;274,65;485,09;599,16;96,12;210,44;382,72;402,73;114,07;192,29;58,21;78,22;12,55;20,01;20,01;3,21;0;40,54;172,28;485,09;20,01;78,22;6,52;108,68;118,85;335,26;23,75;5,5;0,88;314;0,84;4,64;11;14;2,25;2;3;21,43;0,48;1;7,14;13;14;2,25;1;1;0,16;0;373,99;200,45;29,59;677,43;0;0
4332;;JEU;;;;;;;7;0,004;6,23;00:06:14;;698,74;311,68;529,39;641,11;102,85;217,71;387,05;387,05;111,72;169,34;57,62;57,62;9,24;0;0;0;0;44,61;169,34;529,39;0;57,62;6,73;112,1;122,59;246,89;19,89;5,39;0,86;289,49;0,77;4,14;7;7;1,12;0;0;0;0;0;0;5;10;1,6;5;5;0,8;0;374;180,18;25,79;698,72;0;0
4333;;JEU;;;;;;;7;0,004;6,23;00:06:14;;689,6;276,19;477,97;601,13;96,44;201,78;394,21;413,28;123,16;211,5;69,27;88,34;14,17;9,21;19,07;3,06;9,86;40,05;192,43;477,97;19,07;88,34;6,64;110,63;120,99;351,83;26,19;4,65;0,75;301,27;0,81;4,37;7;8;1,28;1;1;12,5;0,16;0;0;9;12;1,93;3;3;0,48;0;374;203,16;29,46;689,6;0;2,53
4334;;JEU;;;;;;;7;0,004;6,23;00:06:14;;448,33;321,41;415,99;434,29;69,67;94,58;126,92;126,92;18,3;32,34;14,04;14,04;2,25;0;0;0;0;71,69;32,34;415,99;0;14,04;4,32;71,93;78,66;209,09;18,01;2,39;0,38;236,35;0,63;5,27;3;3;0,48;0;0;0;0;0;0;2;4;0,64;2;2;0,32;0;374;54,24;12,1;448,33;0;0
4335;;JEU;;;;;;;7;0,004;6,23;00:06:14;;423,82;311,77;398,86;412,88;66,24;87,09;112,04;112,04;14,02;24,95;10,93;10,93;1,75;0;0;0;0;73,56;24,95;398,86;0;10,93;4,08;67,99;74,36;254,63;20,58;2,66;0,43;221,44;0,59;5,22;5;5;0,8;0;0;0;0;0;0;3;4;0,64;1;1;0,16;0;374;53,39;12,6;423,81;0;0
4336;;JEU;;;;;;;7;0,004;6,23;00:06:14;;493,36;361,52;436,21;482,07;77,34;74,69;131,79;131,79;45,86;57,1;11,24;11,24;1,8;0;0;0;0;73,28;57,1;436,21;0;11,24;4,75;79,15;86,56;225,94;18,89;2,65;0,42;206,46;0,55;4,18;4;4;0,64;0;0;0;0;0;0;4;4;0,64;0;0;0;0;373,99;61,36;12,44;493,32;1;0
4337;;VITESSE;;;;;;;8;0,004;5,08;00:05:05;;430,6;247,07;351;406,08;79,88;103,93;175,33;182,8;55,08;78,87;16,32;23,79;4,68;7,47;7,47;1,47;0;57,38;71,4;351;7,47;23,79;5,08;84,71;92,64;282,76;23,09;3,26;0,64;205,88;0,68;4,78;5;6;1,18;1;1;16,67;0,2;0;0;3;4;0,79;0;1;0,2;1;305;84,45;19,61;430,59;0;0
4338;;VITESSE;;;;;;;8;0,004;5,08;00:05:05;;597,47;229,85;404,08;536,53;105,55;174,23;367,61;367,61;132,45;193,38;60,93;60,93;11,99;0;0;0;0;38,47;193,38;404,08;0;60,93;7,05;117,54;128,54;284,33;20,14;4,39;0,86;259,78;0,85;4,35;10;11;2,16;1;1;9,09;0,2;0;0;8;11;2,16;2;3;0,59;1;305;191,1;31,98;597,46;0;0
4339;;VITESSE;;;;;;;8;0,004;5,08;00:05:05;;618,86;206,44;352,16;453,96;89,3;145,72;337,51;412,42;101,8;266,7;89,99;164,9;32,44;74,91;74,91;14,74;0;33,36;191,79;352,16;74,91;164,9;7,3;121,74;133,14;289,97;23,36;5,26;1,03;214,54;0,7;3,47;15;15;2,95;0;0;0;0;0;0;9;10;1,97;1;1;0,2;0;305;238,03;38,46;618,85;0;-4,8
4340;;VITESSE;;;;;;;8;0,004;5,08;00:05:05;;507,72;271,05;408,54;463,36;91,15;137,49;230,34;235,61;54,82;98,12;38,03;43,3;8,52;5,27;5,27;1,04;0;53,39;92,85;408,54;5,27;43,3;5,99;99,88;109,23;257,45;21,45;3,3;0,65;210,97;0,69;4,16;3;3;0,59;0;0;0;0;0;0;1;2;0,39;1;1;0,2;0;304,99;102,63;20,21;507,74;0;0
4341;;VITESSE;;;;;;;8;0,004;5,08;00:05:05;;419,69;297,14;378,38;398,72;78,44;81,24;116,43;122,56;20,34;41,32;14,85;20,98;4,13;6,13;6,13;1,21;0;70,8;35,19;378,38;6,13;20,98;4,95;82,56;90,29;304,54;22,67;2,47;0,49;228,35;0,75;5,44;5;5;0,98;0;0;0;0;0;0;4;5;0,98;1;1;0,2;0;305;69,38;16,53;419,68;0;0
4342;;VITESSE;;;;;;;8;0,004;5,08;00:05:05;;524,86;258,14;431,04;494,75;97,33;172,9;266,7;266,7;63,71;93,8;30,09;30,09;5,92;0;0;0;0;49,18;93,8;431,04;0;30,09;6,2;103,25;112,92;292,85;19,85;4,57;0,9;235,89;0,77;4,49;7;7;1,38;0;0;0;0;0;0;4;5;0,98;1;1;0,2;0;304,99;119,03;22,68;524,84;0;0
4343;;VITESSE;;;;;;;8;0,004;5,08;00:05:05;;533,72;296,95;477,78;519,76;102,25;180,83;236,72;236,72;41,98;55,89;13,91;13,91;2,74;0;0;0;0;55,64;55,89;477,78;0;13,91;6,3;104,99;114,82;257,59;19,25;3,67;0,72;223,27;0,73;4,18;2;2;0,39;0;0;0;0;0;0;3;5;0,98;2;2;0,39;0;304,99;85,82;16,08;533,68;0;0
4344;;VITESSE;;;;;;;8;0,004;5,08;00:05:05;;372,86;262,32;334,94;353,59;69,56;72,62;105,34;108,99;18,65;36,37;14,07;17,72;3,49;3,65;3,65;0,72;0;70,35;32,72;334,94;3,65;17,72;4,4;73,35;80,22;261,65;22,53;1,61;0,32;206,19;0,68;5,53;3;5;0,98;2;2;40;0,39;0;0;2;4;0,79;2;2;0,39;0;305;55,34;14,84;372,86;0;0
4345;;VITESSE;;;;;;;8;0,004;5,08;00:05:05;;399,31;290,61;369,5;384,07;75,55;78,89;108,11;108,69;14,57;29,8;14,65;15,23;3;0,58;0,58;0,11;0;72,78;29,22;369,5;0,58;15,23;4,71;78,55;85,91;259,67;20,99;1,88;0,37;193,71;0,64;4,85;1;1;0,2;0;0;0;0;0;0;1;3;0,59;2;2;0,39;0;305;61,71;15,45;399,31;0;0
4346;;VITESSE;;;;;;;8;0,004;5,08;00:05:05;;562,82;207,77;326,35;433,8;85,34;118,58;332,66;355,03;107,45;236,45;106,63;129;25,38;15,36;22,37;4,4;7,01;36,92;214,08;326,35;22,37;129;6,64;110,72;121,08;309,81;25,9;4,77;0,94;212,95;0,7;3,78;9;10;1,97;1;1;10;0,2;0;0;8;9;1,77;1;1;0,2;0;304,99;191,27;33,98;562,8;0;0,01
4347;;JEU;;;;;;;9;0,005;6,63;00:06:38;;598,95;317,44;459,02;546,01;82,31;141,58;267,38;281,5;86,99;139,92;38,81;52,93;7,98;12,77;14,12;2,13;1,35;53;125,8;459,02;14,12;52,93;5,42;90,29;98,75;298,45;24,37;3,73;0,56;259,14;0,65;4,33;6;7;1,06;1;1;14,29;0,15;0;0;6;8;1,21;1;2;0,3;1;398;129,28;21,58;598,94;0;-6,04
