ID_Joueur;Poste;Period Name;Date;Jour;Unnamed: 5;TAGS;Semaine;Nombre de sance;Period Number;TDJ;MinutesJoues;Duration;Dure;Dist;Distance - Z1;Distance - Z1-2;Distance - Z1-3;Distance - Z1-3/min;Distance - Z2;Distance - Z2-4;Distance - Z2-6;Distance - Z3;Distance - Z3-6;Distance - Z4;HID 16;Distance - Z4-6/min;Distance - Z5;HID 21;Distance - Z5-6/min;Sup 24;% Marche;Running (Z3-4);Jogging & Walking (Z1-2);High Speed Running (Z5-6);High Speed Running (Z4-6);Speed - Avg;Speed - Avg (m/min);Speed - Avg (yard/min);%Vmax;Vmax;Speed Exertion;Speed Exertion /min;Accel Load;Accel Load - Density;Accel Load.1;Accel - Z1;Accel - Z1-3;Accel - Z1-3/min;Accel - Z2;Accel - Z2-3;Accel - % Z2-3;Accel - Z2-3/min;Accel - Z3;Accel - % Z3;Decel - Z1;Decel - Z1-3;Decel - Z1-3/min;Decel - Z2;Decel - Z2-3;Decel Z2-3/min;Decel - Z3;HR Exertion;HML Dist;% HMLD;Met. Load - Distance;Collisions;Running Imbalance
1175;;VITESSE;;;;;;;2;0,006;8,97;00:08:58;;407,67;186,1;240,17;291,4;32,49;54,07;177,08;221,28;51,23;167,21;71,78;115,98;12,93;32,72;44,2;4,93;11,48;45,65;123,01;240,17;44,2;115,98;2,73;45,45;49,71;317,5;27,34;2,84;0,32;164,92;0,31;4,05;7;12;1,34;5;5;41,67;0,56;0;0;10;12;1,34;1;2;0,22;1;538;141,9;34,81;407,38;0;0
1176;;VITESSE;;;;;;;2;0,006;8,97;00:08:58;;516,02;215,29;285,16;352,88;39,34;69,87;243,87;299,49;67,72;229,62;106,28;161,9;18,05;46,12;55,62;6,2;9,5;41,72;174;285,16;55,62;161,9;3,45;57,53;62,92;303,89;24,56;5,16;0,58;177,67;0,33;3,44;9;10;1,11;1;1;10;0,11;0;0;6;6;0,67;0;0;0;0;537,99;173,11;33,55;515,67;0;0
1177;;VITESSE;;;;;;;2;0,006;8,97;00:08:58;;559,86;212,44;347,71;393,9;43,92;135,27;246,52;345,5;46,19;210,23;65,06;164,04;18,29;66,73;98,98;11,04;32,25;37,95;111,25;347,71;98,98;164,04;3,75;62,42;68,26;323,38;27,22;5,81;0,65;154,26;0,29;2,76;4;4;0,45;0;0;0;0;0;0;3;5;0,56;2;2;0,22;0;537,99;174,77;31,22;558,54;0;-1,45
1178;;VITESSE;;;;;;;2;0,006;8,97;00:08:58;;400,79;229,53;271,48;311,18;34,69;41,95;164,59;171,01;39,7;129,06;82,94;89,36;9,96;6,42;6,42;0,72;0;57,27;122,64;271,48;6,42;89,36;2,68;44,68;48,87;254,49;21,28;2,85;0,32;154,56;0,29;3,86;5;10;1,11;5;5;50;0,56;0;0;5;11;1,23;5;6;0,67;1;538;103,22;25,75;400,53;0;0
1179;;VITESSE;;;;;;;2;0,006;8,97;00:08:58;;746,56;375,32;504,13;576,12;64,23;128,81;310,51;371,65;71,99;242,84;109,71;170,85;19,05;61,14;61,14;6,82;0;50,27;181,7;504,13;61,14;170,85;4,99;83,23;91,03;290,06;24,01;6,33;0,71;197,85;0,37;2,65;5;8;0,89;3;3;37,5;0,33;0;0;4;5;0,56;1;1;0,11;0;537,99;198,89;26,64;746,97;0;-1,97
1180;;TECH ATH;;;;;;;3;0,004;6,18;00:06:11;;371,76;249,9;366,2;372,4;60,23;116,3;122,5;122,5;6,2;6,2;0;0;0;0;0;0;0;67,22;6,2;366,2;0;0;3,61;60,12;65,75;149,54;12,96;0;0;174,64;0,47;4,7;2;2;0,32;0;0;0;0;0;0;1;1;0,16;0;0;0;0;0;25,1;6,75;0;0;0
1181;;TECH ATH;;;;;;;3;0,004;6,18;00:06:11;;211,6;154,34;204,96;211,6;34,22;50,62;57,26;57,26;6,64;6,64;0;0;0;0;0;0;0;72,94;6,64;204,96;0;0;2,05;34,22;37,42;156,68;12,93;0,98;0,16;128,82;0,35;6,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;371;20,65;9,76;211,6;0;0
1182;;TECH ATH;;;;;;;3;0,004;6,18;00:06:11;;240,06;181,84;235,19;240,02;38,82;53,35;58,18;58,18;4,83;4,83;0;0;0;0;0;0;0;75,75;4,83;235,19;0;0;2,33;38,82;42,46;163,34;13,2;0,86;0,14;148,23;0,4;6,17;2;2;0,32;0;0;0;0;0;0;3;3;0,49;0;0;0;0;371;32,61;13,59;240,02;0;0
1183;;TECH ATH;;;;;;;3;0,004;6,18;00:06:11;;338,02;168,6;235,27;325,13;52,58;66,67;168,43;168,43;89,86;101,76;11,9;11,9;1,92;0;0;0;0;49,88;101,76;235,27;0;11,9;3,28;54,67;59,78;212,73;17,61;2,6;0,42;136,21;0,37;4,03;0;0;0;0;0;0;0;0;0;1;1;0,16;0;0;0;0;371;65,11;19,26;337,97;0;-1,28
1184;;JEU;;;;;;;4;0,004;5,7;00:05:42;;530,1;309,04;443,04;526,94;92,45;134;221,09;221,09;83,9;87,09;3,19;3,19;0,56;0;0;0;0;58,3;87,09;443,04;0;3,19;5,58;93;101,71;206,1;16,83;2,49;0,44;270,95;0,79;5,11;10;11;1,93;1;1;9,09;0,18;0;0;13;13;2,28;0;0;0;0;342;114,44;21,59;530,13;0;0
1185;;JEU;;;;;;;4;0,004;5,7;00:05:42;;543,81;343,5;492,26;529,37;92,87;148,76;199,37;199,37;37,11;50,61;13,5;13,5;2,37;0;0;0;0;63,17;50,61;492,26;0;13,5;5,72;95,41;104,34;190,1;19,01;2,83;0,5;242,99;0,71;4,47;7;7;1,23;0;0;0;0;0;0;8;10;1,75;2;2;0,35;0;341,99;78,98;14,52;543,76;0;0
1186;;JEU;;;;;;;4;0,004;5,7;00:05:42;;740,97;249,64;525,14;690,41;121,12;275,5;491,57;491,57;165,27;216,07;50,8;50,8;8,91;0;0;0;0;33,69;216,07;525,14;0;50,8;7,8;129,99;142,16;270,65;20,3;7,1;1,25;285,85;0,84;3,86;8;9;1,58;1;1;11,11;0,18;0;0;8;10;1,75;2;2;0,35;0;342;212,88;28,73;740,93;0;4
1187;;JEU;;;;;;;4;0,004;5,7;00:05:42;;644,14;291,02;470,29;610,23;107,06;179,27;353,06;353,06;139,94;173,79;33,85;33,85;5,94;0;0;0;0;45,18;173,79;470,29;0;33,85;6,78;113,01;123,59;242,79;18,88;3,82;0,67;267,3;0,78;4,15;8;9;1,58;1;1;11,11;0,18;0;0;4;5;0,88;1;1;0,18;0;342;157,34;24,43;644,08;1;-3,53
1188;;JEU;;;;;;;4;0,004;5,7;00:05:42;;518,97;302,4;470,69;518,9;91,04;168,29;216,5;216,5;48,21;48,21;0;0;0;0;0;0;0;58,27;48,21;470,69;0;0;5,46;91,05;99,57;206,95;15,52;2,39;0,42;256,83;0,75;4,95;5;5;0,88;0;0;0;0;0;0;3;3;0,53;0;0;0;0;342;85,87;16,55;518,95;0;0
1189;;JEU;;;;;;;4;0,004;5,7;00:05:42;;612,4;276,23;505,2;574,4;100,77;228,97;334,83;334,83;69,2;105,86;36,66;36,66;6,43;0;0;0;0;45,11;105,86;505,2;0;36,66;6,45;107,44;117,5;222,97;19,82;3,46;0,61;230,77;0,67;3,77;6;6;1,05;0;0;0;0;0;0;5;6;1,05;1;1;0,18;0;342;110,76;18,09;612,4;1;0
1190;;JEU;;;;;;;4;0,004;5,7;00:05:42;;547,05;294,44;495,48;546,27;95,84;201,04;251,83;251,83;50,79;50,79;0;0;0;0;0;0;0;53,82;50,79;495,48;0;0;5,76;95,97;104,96;195,29;14,59;3,28;0,57;212,7;0,62;3,89;2;2;0,35;0;0;0;0;0;0;0;0;0;0;0;0;0;341,99;70,15;12,82;547;0;0
1191;;JEU;;;;;;;4;0,004;5,7;00:05:42;;533,51;337,34;487,96;519,76;91,19;150,62;190,85;196,2;31,8;45,58;8,43;13,78;2,42;5,35;5,35;0,94;0;63,23;40,23;487,96;5,35;13,78;5,62;93,6;102,36;255,33;21,99;3,58;0,63;250,86;0,73;4,7;4;4;0,7;0;0;0;0;0;0;5;5;0,88;0;0;0;0;341,99;72,35;13,56;533,52;1;0
1192;;JEU;;;;;;;4;0,004;5,7;00:05:42;;656,01;277,16;511,65;597,99;104,91;234,49;374,58;376,32;86,34;141,83;53,75;55,49;9,74;1,74;1,74;0,31;0;42,25;140,09;511,65;1,74;55,49;6,91;115,09;125,86;250,41;21,08;5,74;1,01;290,85;0,85;4,43;7;7;1,23;0;0;0;0;0;0;5;8;1,4;3;3;0,53;0;342;161,85;24,67;656,04;0;0
1193;;JEU;;;;;;;4;0,004;5,7;00:05:42;;509,91;343,71;456,82;491,61;86,25;113,11;166,1;166,1;34,79;52,99;18,2;18,2;3,19;0;0;0;0;67,41;52,99;456,82;0;18,2;5,37;89,46;97,83;239,85;20,05;3,58;0,63;203,19;0,59;3,98;5;5;0,88;0;0;0;0;0;0;3;4;0,7;1;1;0,18;0;341,99;65,08;12,76;509,86;0;0
1194;;TECH ATH;;;;;;;5;0,005;6,5;00:06:30;;279,42;241,16;266,02;279,41;42,99;24,86;38,25;38,25;13,39;13,39;0;0;0;0;0;0;0;86,31;13,39;266,02;0;0;2,58;42,99;47,01;164,31;13,42;1,2;0,18;126,85;0,33;4,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390;7,91;2,83;279,42;0;-4,19
1195;;TECH ATH;;;;;;;5;0,005;6,5;00:06:30;;269,64;266,32;269,63;269,63;41,48;3,31;3,31;3,31;0;0;0;0;0;0;0;0;0;98,77;0;269,63;0;0;2,49;41,48;45,37;116,76;8,76;1,26;0,19;126,69;0,32;4,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;389,99;4,61;1,71;269,62;0;0
1196;;TECH ATH;;;;;;;5;0,005;6,5;00:06:30;;270,99;250,35;271,01;271,01;41,69;20,66;20,66;20,66;0;0;0;0;0;0;0;0;0;92,38;0;271,01;0;0;2,5;41,69;45,59;112,85;10,03;1,34;0,21;123,87;0,32;4,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390,01;4,86;1,79;271,01;0;0
1197;;TECH ATH;;;;;;;5;0,005;6,5;00:06:30;;293,92;200,05;259,14;293,94;45,22;59,09;93,89;93,89;34,8;34,8;0;0;0;0;0;0;0;68,06;34,8;259,14;0;0;2,71;45,22;49,45;175,73;15,13;0,86;0,13;145,53;0,37;4,95;0;1;0,15;1;1;100;0,15;0;0;1;2;0,31;1;1;0,15;0;390;35,67;12,13;293,93;0;-1,91
1198;;TECH ATH;;;;;;;5;0,005;6,5;00:06:30;;238,22;188,44;231,05;238,22;36,65;42,61;49,78;49,78;7,17;7,17;0;0;0;0;0;0;0;79,1;7,17;231,05;0;0;2,2;36,65;40,08;151,92;12,7;0,75;0,12;136,58;0,35;5,73;2;2;0,31;0;0;0;0;0;0;6;6;0,92;0;0;0;0;390,01;38,05;15,97;238,23;0;0
1199;;JEU;;;;;;;6;0,004;5,7;00:05:42;;595,37;314,79;509,63;569,42;99,9;194,84;280,83;280,83;59,79;85,99;26,2;26,2;4,6;0;0;0;0;52,87;85,99;509,63;0;26,2;6,27;104,45;114,23;195,1;19,51;4,13;0,72;263,62;0,77;4,43;3;4;0,7;1;1;25;0,18;0;0;9;11;1,93;2;2;0,35;0;342;121,01;20,32;595,25;0;0
1200;;JEU;;;;;;;6;0,004;5,7;00:05:42;;588,7;242,1;421,6;500,6;87,82;179,5;295;304;79;124,5;36,5;45,5;7,98;9;9;1,58;0;41,12;115,5;421,6;9;45,5;6,2;103,28;112,95;257,54;22,32;0;0;235,98;0,69;4,01;7;7;1,23;0;0;0;0;0;0;4;5;0,88;0;1;0,18;1;0;112,3;19,08;0;0;0
1201;;JEU;;;;;;;6;0,004;5,7;00:05:42;;635,86;301,94;497,12;603,47;105,87;195,18;333,82;333,82;106,35;138,64;32,29;32,29;5,66;0;0;0;0;47,49;138,64;497,12;0;32,29;6,69;111,55;122;240,48;18,7;5,16;0,9;294,14;0,86;4,63;10;10;1,75;0;0;0;0;0;0;8;11;1,93;3;3;0,53;0;342;172,62;27,15;635,76;0;0
1202;;JEU;;;;;;;6;0,004;5,7;00:05:42;;609,06;283,06;494,39;583,46;102,36;211,33;325,32;325,32;89,07;113,99;24,92;24,92;4,37;0;0;0;0;46,47;113,99;494,39;0;24,92;6,41;106,85;116,86;274,06;20,55;4,04;0,71;259,6;0,76;4,26;9;9;1,58;0;0;0;0;0;0;11;11;1,93;0;0;0;0;342;152,81;25,09;608,97;1;0
1203;;JEU;;;;;;;6;0,004;5,7;00:05:42;;625,75;295,22;487,88;582,07;102,12;192,66;330,76;330,76;94,19;138,1;43,91;43,91;7,7;0;0;0;0;47,18;138,1;487,88;0;43,91;6,59;109,78;120,06;249,27;20,57;4,08;0,72;271,21;0,79;4,33;6;7;1,23;1;1;14,29;0,18;0;0;9;12;2,11;3;3;0,53;0;341,99;159,89;25,55;625,7;0;2,01
1204;;JEU;;;;;;;6;0,004;5,7;00:05:42;;605;330,28;528,51;596,81;104,7;198,23;274,65;274,65;68,3;76,42;8,12;8,12;1,42;0;0;0;0;54,59;76,42;528,51;0;8,12;6,37;106,14;116,08;262,16;19,59;4,59;0,81;244,95;0,72;4,05;8;8;1,4;0;0;0;0;0;0;2;2;0,35;0;0;0;0;342;110,03;18,19;604,92;0;0
1205;;JEU;;;;;;;6;0,004;5,7;00:05:42;;600,76;287,59;443,39;535,73;93,99;155,8;305,83;313;92,34;157,2;57,69;64,86;11,38;7,17;7,17;1,26;0;47,87;150,03;443,39;7,17;64,86;6,32;105,4;115,26;274,68;22,2;4,17;0,73;267,35;0,78;4,45;5;6;1,05;1;1;16,67;0,18;0;0;10;13;2,28;3;3;0,53;0;342;175,49;29,21;600,71;2;0,13
1206;;JEU;;;;;;;6;0,004;5,7;00:05:42;;595,81;275,4;477,77;558,7;98,02;202,37;320,38;320,38;80,93;118,01;37,08;37,08;6,51;0;0;0;0;46,22;118,01;477,77;0;37,08;6,27;104,53;114,31;239,89;20,19;4,65;0,82;261,82;0,77;4,39;8;9;1,58;1;1;11,11;0,18;0;0;6;7;1,23;1;1;0,18;0;342;131,81;22,12;595,78;2;0
1207;;JEU;;;;;;;6;0,004;5,7;00:05:42;;685,14;247,09;467,06;636,15;111,61;219,97;437,98;437,98;169,09;218,01;48,92;48,92;8,58;0;0;0;0;36,06;218,01;467,06;0;48,92;7,21;120,2;131,45;247,91;20,52;6,18;1,08;254,08;0,74;3,71;7;7;1,23;0;0;0;0;0;0;7;10;1,75;3;3;0,53;0;342;175,2;25,57;685,07;2;-3,86
1208;;JEU;;;;;;;7;0,004;6,12;00:06:07;;603,04;319,32;498,82;581,28;95,03;179,5;281,9;283,67;82,46;104,17;19,94;21,71;3,55;1,77;1,77;0,29;0;52,95;102,4;498,82;1,77;21,71;5,92;98,59;107,82;261,56;21,36;4,47;0,73;292;0,8;4,84;9;10;1,63;1;1;10;0,16;0;0;10;12;1,96;2;2;0,33;0;367;138,36;22,94;602,99;1;0,22
1209;;JEU;;;;;;;7;0,004;6,12;00:06:07;;699,69;300,99;514,97;672,08;109,88;213,98;398,44;398,44;157,11;184,46;27,35;27,35;4,47;0;0;0;0;43,02;184,46;514,97;0;27,35;6,86;114,39;125,1;249,34;18,7;7,1;1,16;285,14;0,78;4,08;7;7;1,14;0;0;0;0;0;0;6;9;1,47;3;3;0,49;0;367;175,81;25,13;699,73;0;2,12
1210;;JEU;;;;;;;7;0,004;6,12;00:06:07;;561,9;321,8;466,7;537,6;87,89;144,9;231,3;231,3;70,9;86,4;15,5;15,5;2,53;0;0;0;0;57,27;86,4;466,7;0;15,5;5,51;91,86;100,46;199,38;17,28;0;0;238,53;0,65;4,25;5;5;0,82;0;0;0;0;0;0;3;5;0,82;2;2;0,33;0;0;61;10,86;0;0;0
1211;;JEU;;;;;;;7;0,004;6,12;00:06:07;;566,2;314,79;466,02;541,35;88,5;151,23;250,28;250,28;75,33;99,05;23,72;23,72;3,88;0;0;0;0;55,6;99,05;466,02;0;23,72;5,55;92,57;101,23;209,39;17,27;4,18;0,68;279,94;0,76;4,94;7;9;1,47;2;2;22,22;0,33;0;0;9;10;1,63;1;1;0,16;0;367;126,05;22,26;566,22;0;-0,33
1212;;JEU;;;;;;;7;0,004;6,12;00:06:07;;566,02;347,81;500,34;546,29;89,31;152,53;215,88;218,22;45,95;65,69;17,4;19,74;3,23;2,34;2,34;0,38;0;61,45;63,35;500,34;2,34;19,74;5,55;92,54;101,2;247,68;22,02;4,01;0,66;242,15;0,66;4,28;4;5;0,82;1;1;20;0,16;0;0;3;4;0,65;1;1;0,16;0;367;92,14;16,28;566,03;1;0
1213;;JEU;;;;;;;7;0,004;6,12;00:06:07;;593,45;374,29;512,55;569,78;93,15;138,26;219,22;219,22;57,23;80,96;23,73;23,73;3,88;0;0;0;0;63,07;80,96;512,55;0;23,73;5,82;97,02;106,1;224,15;19,3;4,78;0,78;278,34;0,76;4,69;9;9;1,47;0;0;0;0;0;0;7;9;1,47;2;2;0,33;0;366,99;100,48;16,93;593,5;0;0
1214;;JEU;;;;;;;7;0,004;6,12;00:06:07;;570,31;322,42;465,34;537,77;87,92;142,92;244,24;247,82;72,43;104,9;28,89;32,47;5,31;3,58;3,58;0,59;0;56,53;101,32;465,34;3,58;32,47;5,59;93,24;101,97;270,8;21,89;4,12;0,67;295,91;0,81;5,19;14;15;2,45;1;1;6,67;0,16;0;0;11;16;2,62;5;5;0,82;0;367;146,28;25,65;570,23;0;0
1215;;JEU;;;;;;;7;0,004;6,12;00:06:07;;564,32;328,02;480,26;535,54;87,55;152,24;235;235;55,28;82,76;27,48;27,48;4,49;0;0;0;0;58,13;82,76;480,26;0;27,48;5,54;92,26;100,9;227,66;19,04;3,7;0,6;235,56;0,64;4,17;6;6;0,98;0;0;0;0;0;0;3;3;0,49;0;0;0;0;366,99;97,65;17,3;564,35;0;0
1216;;JEU;;;;;;;7;0,004;6,12;00:06:07;;670,35;319,43;544,68;636,74;104,1;225,25;340,24;350,9;92,06;125,65;22,93;33,59;5,49;10,66;10,66;1,74;0;47,65;114,99;544,68;10,66;33,59;6,58;109,59;119,85;287,1;23,77;5,93;0,97;259,49;0,71;3,87;6;6;0,98;0;0;0;0;0;0;3;5;0,82;1;2;0,33;1;367;144,2;21,51;670,33;0;-5,23
1217;;TECH TACT;;;;;;;8;0,004;6,38;00:06:23;;307,96;214,5;294,49;307,9;48,23;79,99;93,4;93,4;13,41;13,41;0;0;0;0;0;0;0;69,65;13,41;294,49;0;0;2,89;48,24;52,76;156,11;15,61;1,21;0,19;159,87;0,42;5,19;2;2;0,31;0;0;0;0;0;0;5;6;0,94;1;1;0,16;0;383;43,19;14,03;307,9;0;0
1218;;TECH TACT;;;;;;;8;0,004;6,38;00:06:23;;287,9;190,93;273,04;287,87;45,1;82,11;96,94;96,94;14,83;14,83;0;0;0;0;0;0;0;66,32;14,83;273,04;0;0;2,71;45,1;49,32;184,93;14,38;0,92;0,14;166,36;0,43;5,78;3;3;0,47;0;0;0;0;0;0;6;6;0,94;0;0;0;0;382,99;52,15;18,11;287,87;0;0
1219;;TECH TACT;;;;;;;8;0,004;6,38;00:06:23;;286,17;198,47;271,94;285,25;44,69;73,47;86,78;86,78;13,31;13,31;0;0;0;0;0;0;0;69,35;13,31;271,94;0;0;2,69;44,83;49,03;202,25;15,17;0,92;0,14;158,89;0,41;5,55;1;1;0,16;0;0;0;0;0;0;3;3;0,47;0;0;0;0;382,99;42,5;14,85;286,16;0;0
1220;;TECH TACT;;;;;;;8;0,004;6,38;00:06:23;;315,2;210,27;304,15;314,25;49,23;93,88;103,98;103,98;10,1;10,1;0;0;0;0;0;0;0;66,71;10,1;304,15;0;0;2,96;49,38;54;183,73;13,73;2,41;0,38;161,36;0,42;5,12;3;3;0,47;0;0;0;0;0;0;1;1;0,16;0;0;0;0;383;36,38;11,54;315,18;0;0
1221;;TECH TACT;;;;;;;8;0,004;6,38;00:06:23;;195,13;176,46;195,05;195,05;30,56;18,59;18,59;18,59;0;0;0;0;0;0;0;0;0;90,43;0;195,05;0;0;1,83;30,57;33,43;136,25;11,47;0,74;0,12;114,39;0,3;5,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;383;6,33;3,24;195,09;0;0
1222;;VITESSE;;;;;;;9;0,005;7,52;00:07:31;;422,48;258,41;297,84;316,64;42,1;39,43;121,85;164,07;18,8;124,64;63,62;105,84;14,07;37,43;42,22;5,61;4,79;61,16;82,42;297,84;42,22;105,84;3,37;56,17;61,42;303,74;24,81;2,8;0,37;129,42;0,29;3,06;2;6;0,8;4;4;66,67;0,53;0;0;4;6;0,8;2;2;0,27;0;451;99,89;23,64;422,48;1;12,7
1223;;VITESSE;;;;;;;9;0,005;7,52;00:07:31;;439,89;252,06;309,71;331,07;44,01;57,65;104,83;188,29;21,36;130,64;25,82;109,28;14,53;31,97;83,46;11,1;51,49;57,3;47,18;309,71;83,46;109,28;3,51;58,48;63,96;289,82;28,98;2,25;0,3;143,48;0,32;3,26;5;6;0,8;1;1;16,67;0,13;0;0;2;4;0,53;1;2;0,27;1;450,99;121,5;27,62;440,34;5;0
1224;;VITESSE;;;;;;;9;0,005;7,52;00:07:31;;443,23;298,99;328,89;347,14;46,15;29,9;87,89;143,41;18,25;113,51;39,74;95,26;12,66;54,85;55,52;7,38;0,67;67,46;57,99;328,89;55,52;95,26;3,54;58,93;64,44;322,73;24,2;2,03;0,27;119,06;0,26;2,69;2;3;0,4;1;1;33,33;0,13;0;0;3;4;0,53;1;1;0,13;0;451;100,52;22,68;443,15;0;0
1225;;VITESSE;;;;;;;9;0,005;7,52;00:07:31;;525,38;306,3;375,8;394,2;52,41;69,5;121,4;217,4;18,4;147,9;33,5;129,5;17,22;22;96;12,76;74;58,3;51,9;375,8;96;129,5;4,19;69,85;76,38;348,92;30,24;0;0;162,94;0,36;3,1;3;4;0,53;1;1;25;0,13;0;0;2;3;0,4;1;1;0,13;0;0;115,8;22,04;0;0;0
1226;;VITESSE;;;;;;;9;0,005;7,52;00:07:31;;463,56;251,9;328,18;343,89;45,72;76,28;145,32;211,51;15,71;135,23;53,33;119,52;15,89;32,65;66,19;8,8;33,54;54,34;69,04;328,18;66,19;119,52;3,7;61,63;67,4;342,72;26,66;2,39;0,32;151,34;0,34;3,26;0;4;0,53;4;4;100;0,53;0;0;0;1;0,13;1;1;0,13;0;451;116,62;25,16;463,42;0;0
1227;;VITESSE;;;;;;;9;0,005;7,52;00:07:31;;419,24;219,2;280,68;325,96;43,33;61,48;178,43;200,04;45,28;138,56;71,67;93,28;12,4;21,61;21,61;2,87;0;52,28;116,95;280,68;21,61;93,28;3,34;55,74;60,95;297,62;22,32;2,7;0,36;152,24;0,34;3,63;2;6;0,8;4;4;66,67;0,53;0;0;8;10;1,33;2;2;0,27;0;451;115,65;27,58;419,24;0;-3,23
1228;;VITESSE;;;;;;;9;0,005;7,52;00:07:31;;656,87;301,33;433,08;483,12;64,23;131,75;300,71;354,97;50,04;223,22;118,92;173,18;23,02;54,26;54,26;7,21;0;45,87;168,96;433,08;54,26;173,18;5,24;87,33;95,5;274,54;22,65;5,09;0,68;173,95;0,39;2,65;4;5;0,66;1;1;20;0,13;0;0;2;2;0,27;0;0;0;0;451;185,78;28,28;657,28;0;2,04
1229;;VITESSE;;;;;;;9;0,005;7,52;00:07:31;;436,44;275,1;303,15;340,71;45,3;28,05;127,25;161,2;37,56;133,15;61,64;95,59;12,71;12,91;33,95;4,51;21,04;63,03;99,2;303,15;33,95;95,59;3,48;58,02;63,45;327,42;29,1;1,52;0,2;113,28;0,25;2,6;5;5;0,66;0;0;0;0;0;0;2;2;0,27;0;0;0;0;450,99;108,66;24,9;436,29;2;5,4
1230;;VITESSE;;;;;;;9;0,005;7,52;00:07:31;;733,42;254,73;422,54;559,46;74,38;167,81;398,36;478,69;136,92;310,88;93,63;173,96;23,13;74,17;80,33;10,68;6,16;34,73;230,55;422,54;80,33;173,96;5,85;97,5;106,63;334,24;24,98;4,02;0,53;199,72;0,44;2,72;4;4;0,53;0;0;0;0;0;0;1;2;0,27;1;1;0,13;0;450,99;229,67;31,32;733,42;0;5,58
1231;;VITESSE;;;;;;;9;0,005;7,52;00:07:31;;328,22;149,19;199,56;250,32;33,28;50,37;152,14;178,7;50,76;128,33;51,01;77,57;10,31;11,92;26,56;3,53;14,64;45,45;101,77;199,56;26,56;77,57;2,62;43,64;47,72;298,18;25,68;0,97;0,13;118,31;0,26;3,6;5;7;0,93;2;2;28,57;0,27;0;0;5;6;0,8;1;1;0,13;0;451;95,86;29,21;328,22;0;0
1232;;VITESSE;;;;;;;9;0,005;7,52;00:07:31;;449,94;184,39;231,17;285,06;37,9;46,78;175,59;265,1;53,89;218,32;74,92;164,43;21,86;64,7;89,51;11,9;24,81;40,98;128,81;231,17;89,51;164,43;3,59;59,82;65,42;335,69;27,14;4,41;0,59;141,88;0,31;3,15;7;7;0,93;0;0;0;0;0;0;4;4;0,53;0;0;0;0;450,99;163,93;36,43;450,19;2;10,43
1233;;VITESSE;;;;;;;9;0,005;7,52;00:07:31;;485,07;211,36;266,07;323,71;43,04;54,71;221,68;273,08;57,64;218,37;109,33;160,73;21,37;43,82;51,4;6,83;7,58;43,57;166,97;266,07;51,4;160,73;3,87;64,49;70,52;299,6;25,22;4,32;0,57;125,42;0,28;2,59;6;6;0,8;0;0;0;0;0;0;1;1;0,13;0;0;0;0;451;156,98;32,36;485,5;0;1,82
